Reflex,Etyma
subulate,si̯ū-
subvention,gu̯ā-
subvert,3h. u̯er-
sub-,upo
succeed,sed-
succinct,1. kenk-
succor,2. k̑ers-
succulent,1. seu-
succussion,ku̯ēt-
such,se-
suckle,1. seu-
suck,1. seu-
suction,1. seu-
suctorial,1. seu-
sudatorium,2. su̯eid-
sudden,1. ei-
sudoriferous,2. su̯eid-
sudorific,2. su̯eid-
suds,4. seu-
sue,1. seku̯-
suffer,1. bher-
suffice,2. dhē-
sufficient,2. dhē-
suffix,dhēigu̯-
suffragan,1. bhreg̑-
suffrage,1. bhreg̑-
suffuse,1. g̑heu-
suicide,"se- , (s)k(h)ai-"
suint,2. su̯eid-
suite,1. seku̯-
suitor,1. seku̯-
suit,1. seku̯-
sulcate,selk-
sulcus,selk-
sulfurous,su̯elplo-s
sulfur,su̯elplo-s
sulky,selg̑-
sulk,selg̑-
sullen,se-
sulphurous,su̯elplo-s
sulphur,su̯elplo-s
sulter,2. su̯el-
sultry,2. su̯el-
summer,3. sem-
summit,upér
summon,3. men-
sumptuary,em-
sumptuous,em-
sump,su̯omb(h)o-s
sum,upér
Sunday,ā̆g̑her-
sunder,seni-
sundew,"1. dheu- , sā́u̯el-"
sundry,seni-
sung,sengu̯h-
sunk,sengu̯-
Sunlending,"3. lendh- , sā́u̯el-"
sun,sā́u̯el-
superable,upér
superannuated,at-
superb,upér
supercilious,4. k̑el-
supererogate,"1. reg̑- , upér"
superfetate,"dhē(i)- , upér"
superfluous,bhleu-
superior,upér
superjacent,i̯ē-
superlative,1. tel-
supernal,upér
supernatant,snā-
supernumerary,1. nem-
superscribe,4. (s)ker-
supersede,sed-
superstition,stā-
supervene,gu̯ā-
supervise,2. u̯(e)id-
super-,upér
supine,upo
supper,1. seu-
supplant,plā̆t-
supplement,1. pel-
suppletive,1. pel-
supple,1. plā-k-
supplicate,1. plā-k-
supply,1. pel-
support,2b. per-
suppose,apo-
suppress,3. per-
suppurate,2. pū̆-
supra-,upér
supreme,upér
sup,1. seu-
surcease,sed-
surd,2. su̯er-
sure,kois-
surface,2. dhē-
surfeit,2. dhē-
surgeon,g̑hesor-
surgery,2. u̯erg̑-
surge,1. reg̑-
surly,sen(o)-
surmise,smeit-
surmullet,6. mel-
surplice,3b. pel-
surplus,1. pel-
surprise,ghend-
surrender,dō-
surreptitious,rep-
surround,9. au̯(e)-
surveillance,"upér , u̯eg̑-"
surveillant,"upér , u̯eg̑-"
survey,2. u̯(e)id-
survive,3. gu̯ei̯-
sur-,upér
susceptible,kap-
suspect,spek̑-
suspend,1. (s)pen(-d)-
sustain,1. ten-
susurration,2. su̯er-
sutler,4. seu-
sutra,si̯ū-
suttee,es-
suture,si̯ū-
svelte,8. u̯el-
swab,2. su̯ep-
swag,su̯eng-
swain,se-
swale,2. su̯el-
swallow,1. su̯el(-k)-
swami,se-
swampy,su̯omb(h)o-s
swamp,su̯omb(h)o-s
swam,su̯em-
swank,su̯eng-
swan,su̯en-
swap,su̯ē̆(i)-
swarf,su̯erbh-
swarm,2. su̯er-
swarthy,su̯ordo-s
swart,su̯ordo-s
swastika,es-
swathe,su̯ē̆(i)-
swath,su̯ē̆(i)-
swear,1. su̯er-
sweat,2. su̯eid-
sweet,su̯ād-
swelter,2. su̯el-
sweltry,2. su̯el-
Swerting,su̯ordo-s
swerve,su̯erbh-
swidden,1. su̯eid-
swift,su̯ē̆(i)-
swill,1. su̯el(-k)-
swim,su̯em-
swine,sū̆-s
swinge,su̯eng-
swingletree,su̯eng-
swing,su̯eng-
swirl,2. su̯er-
switch,su̯ē̆(i)-
swivel,su̯ē̆(i)-
swoop,su̯ē̆(i)-
sword,4. su̯er-
swore,1. su̯er-
sworn,1. su̯er-
swum,su̯em-
swung,su̯eng-
sycamore,moro-
sycophant,1. bhā-
syllable,(s)lā̆gu̯-
syllepsis,(s)lā̆gu̯-
syllogism,leg̑-
sylvan,u̯idhu-
symbiosis,3. gu̯ei̯-
symbol,2. gu̯el-
symmetry,3. mē-
sympathy,ku̯enth-
sympatric,pətḗ(r)
symphony,2. bhā-
symphysis,bheu-
sympodium,2. pē̆d-
symposium,2. pō(i)-
symptom,2. pet-
sym-,2. sem-
synagogue,ag̑-
synalepha,"1. leip- , 2. sem-"
synarthrosis,1. ar-
syncope,2. (s)kē̆p-
syndesmosis,dē-
syndetic,dē-
syndic,deik̑-
synecdoche,1. dek̑-
synergid,2. u̯erg̑-
synergism,2. u̯erg̑-
synesis,i̯ē-
syne,2. sē(i)-
syngeneic,"1. g̑en- , 2. sem-"
synizesis,sed-
synkaryon,3. kar-
synod,sed-
synonymous,"en(o)mn̥- , 2. sem-"
synonym,en(o)mn̥-
synopsis,oku̯-
synosteosis,"ost(h)- , 2. sem-"
synostosis,"ost(h)- , 2. sem-"
syntax,tāg-
synthesis,2. dhē-
syntonic,1. ten-
syn-,2. sem-
syringomyelia,mūs
syssarcosis,tu̯erk̑-
systaltic,3. stel-
system,stā-
syzygy,2. i̯eu-
tabescent,tā-
tabes,tā-
tacet,tak-
tache,2. dek̑-
tachisme,deik̑-
tachometer,2. dhengh-
tachylyte,2. leu-
tachypnea,"2. dhengh- , pneu-"
tacit,tak-
tack,2. dek̑-
tactics,tāg-
tactoreceptor,"kap- , tag-"
tact,tag-
taenia,1. ten-
tagma,tāg-
tag,2. dek̑-
tahsildar,2. dher-
tail,2. dek̑-
taint,1. teng-
taken,dēg-
take,dēg-
talent,1. tel-
talesman,1. to-
tales,1. to-
tale,1. del-
talion,1. tel-
talipot,2. pet-
talisman,1. ku̯el-
talk,1. del-
tallow,4. del-
tally,tāl-
tall,1. del-
tame,demə-
tandem,1. to-
tangent,tag-
tangible,tag-
tangle,2. tenk-
tangoreceptor,"kap- , tag-"
tang,denk̑-
tanist,sed-
tansy,4. dheu-
tantalize,1. tel-
tantamount,1. to-
tantra,1. ten-
tapas,tep-
tapestry,temp-
taphonomy,"dhembh- , 1. nem-"
tapis,temp-
taptoo,de-
tap,dumb-
tarboosh,1. k̑er-
tardigrade,ghredh-
tare,4. der-
target,dergh-
targe,dergh-
tarn,derk̑-
tarragon,derk̑-
tarsus,ters-
tart,4. der-
tar,deru-
task,tag-
taste,tag-
tattoo,de-
taught,deik̑-
taurine,tēu-
taurocholic,tēu-
Taurus,tēu-
taut,deuk-
tawdry,ā̆tos
taw,2. deu-
taxeme,tāg-
-taxis,tāg-
taxis,tāg-
tax,tag-
teach,deik̑-
team,deuk-
teapoy,2. pē̆d-
tear,4. der-
technical,tek̑þ-
technology,leg̑-
tectonic,tek̑þ-
tectrix,1. (s)teg-
tectum,1. (s)teg-
ted,dā
teem,deuk-
teeter,3. der-
teeth,ed-
teetotum,tēu-
tee,deuk-
tegmentum,1. (s)teg-
tegmen,1. (s)teg-
tegular,1. (s)teg-
tegument,1. (s)teg-
teiglach,dheig̑h-
teke,deig̑h-
telamon,1. tel-
telangiectasia,1. ten-
telekinesis,kēi-
teleology,leg̑-
teleost,ost(h)-
telescope,spek̑-
teleutospore,1. ku̯el-
tele-,2. ku̯el-
telic,1. ku̯el-
teliospore,1. ku̯el-
telium,1. ku̯el-
tellurian,2. tel-
telluric,2. tel-
tellurion,2. tel-
tellurium,2. tel-
tell,1. del-
telos,1. ku̯el-
telpher,1. bher-
temerarious,tem(ə)-
temerity,tem(ə)-
temple,temp-
tenable,1. ten-
tenacious,1. ten-
tenaculum,1. ten-
tenant,1. ten-
tender,1. ten-
tendon,1. ten-
tendril,1. ten-
tend,1. ten-
Tenebrae,tem(ə)-
tenebrionid,tem(ə)-
tenement,1. ten-
tenesmus,1. ten-
tenet,1. ten-
tenfold,dek̑m̥
tenon,1. ten-
tenorrhaphy,"1. ten- , 3. u̯er-"
tenor,1. ten-
tense,1. ten-
tenth,dek̑m̥
tent,1. ten-
tenuous,1. ten-
tenure,1. ten-
tenuto,1. ten-
ten,dek̑m̥
tephra,dhegu̯h-
tepid,tep-
tercel,trei-
teredo,3. ter-
terete,3. ter-
tergiversate,3h. u̯er-
terminate,4. ter-
terminus,4. ter-
term,4. ter-
tern,trei-
terpolymer,trei-
Terpsichore,4. g̑her-
terrace,ters-
terrain,ters-
terraqueous,ters-
terrene,ters-
terreplein,1. pel-
terrestrial,ters-
terre-verte,"ters- , 1. u̯eis-"
terrible,tres-
terricolous,ters-
terrier,ters-
terrific,tres-
terrify,tres-
terrigenous,ters-
territory,ters-
terror,tres-
tertian,trei-
tertiary,trei-
tessera,ku̯etu̯er-
testament,trei-
testicle,trei-
testify,trei-
testimony,trei-
testis,trei-
tetanus,1. ten-
tetchy,deik̑-
tetrachord,5. g̑her-
tetrad,ku̯etu̯er-
tetrahedron,"ku̯etu̯er- , sed-"
tetra-,ku̯etu̯er-
tetter,4. der-
Teuton,tēu-
text,tek̑þ-
Thain,1. tek-
Thalia,dhā̆l-
thallus,dhā̆l-
thalweg,"1. dhel- , u̯eg̑h-"
thanatology,"4. dheu- , leg̑-"
Thanatos,4. dheu-
thane,1. tek-
thank,1. tong-
than,1. to-
thatch,1. (s)teg-
that,1. to-
thaumaturge,2. u̯erg̑-
thaw,tā-
Théoden,tēu-
Théodred,"1. ar- , tēu-"
Théodwyn,"tēu- , 1. u̯en-"
theater,dhei̯ə-
theca,2. dhē-
theelin,dhē(i)-
thee,tū̆
theft,teup-
their,1. to-
thematic,2. dhē-
theme,2. dhē-
them,1. to-
thenar,2. dhen-
thence,1. to-
Thengel,2. tenk-
then,1. to-
theobromine,1. gu̯er-
theodicy,deik̑-
theophany,1. bhā-
Theravada,6. au̯-
there,1. to-
-therm,gu̯her-
thermoduric,3. deu-
-thermy,gu̯her-
therm,gu̯her-
theropod,"g̑hu̯ē̆r- , 2. pē̆d-"
these,1. to-
thesis,2. dhē-
thetic,2. dhē-
thew,2. teu-
they,1. to-
the,1. to-
thickness,tegu-
thick,tegu-
thief,teup-
thieve,teup-
thigh,tēu-
thigmotaxis,dheig̑h-
thill,2. tel-
thimble,tēu-
thine,tū̆
thing,1. tenk-
think,1. tong-
thin,tenu-s
thion-,4. dheu-
third,trei-
thirst,ters-
thirteen,dek̑m̥
thirty,trei-
Thistlewool,"(s)teig- , 4. u̯el-"
thistle,(s)teig-
this,1. to-
thither,1. to-
thixotropy,"dheig̑h- , 2. trep-"
thole,tēu-
thong,tu̯eng̑h-
Thorin,tēu-
thorn,7. (s)ter-n-
thorough,5. ter-
thorp,trē̆b-
Thor,1. (s)ten-
those,1. to-
thought,1. tong-
though,1. to-
thousand,tēu-
thou,tū̆
Thráin,3. ter-
thrall,trāgh-
thrash,3. ter-
thrave,1. trep-
thread,3. ter-
threane,3. dher-
threat,tr-eu-d-
threave,1. trep-
threefold,"3a. pel- , trei-"
three,trei-
threne,3. dher-
threnody,3. dher-
threshold,3. ter-
thresh,3. ter-
threw,3. ter-
thrice,trei-
Thrihyrne,"1. k̑er- , trei-"
thrill,5. ter-
Thrimich,"mē̆lg̑- , trei-"
Thrimidge,"mē̆lg̑- , trei-"
Thrimilch,"mē̆lg̑- , trei-"
Thrór,3. ter-
throat,1. (s)ter-
thrombosthenin,seg̑h-
throne,2. dher-
throng,1. trenk-
thropple,1. (s)ter-
throstle,trozdos-
throttle,1. (s)ter-
through,5. ter-
thrown,3. ter-
throw,3. ter-
thrum,4. ter-
thrush,trozdos-
thrust,tr-eu-d-
thug,1. (s)teg-
thuja,4. dheu-
thumb,tēu-
thunder,1. (s)ten-
thurible,4. dheu-
thurifer,4. dheu-
Thursday,"ā̆g̑her- , 1. (s)ten-"
thus,1. to-
thwart,terk-
thwite,2. tu̯ei-
thyme,4. dheu-
-thymia,4. dheu-
thyroid,dhu̯ē̆r-
thy,tū̆
ticket,(s)teig-
tickle,deig̑h-
tick,2. dhē-
tide,dā
tiding,dā
tierce,trei-
tie,deuk-
tiffany,1. bhā-
tiger,(s)teig-
tight,2. tenk-
tike,digh-
tile,1. (s)teg-
tiller,tek̑þ-
till,2. ad-
tilt,3. del-
til,2. ad-
timber,dem-
time,dā
timocracy,1. ku̯ei(-t)-
Timothy,dhēs-
tinct,1. teng-
Tindrock,ed-
tine,ed-
tinge,1. teng-
tinsel,sk̑āi-
tint,1. teng-
tip,dumb-
tire,3. deu-
tisane,1. peis-?
tissue,tek̑þ-
tithe,dek̑m̥
titillate,geid-
title,2. tel-
Tiu,1. dei-
tmesis,1. tem-
toast,ters-
tocology,1. tek-
tocopherol,1. bher-
today,ā̆g̑her-
toenail,onogh-
toe,deik̑-
toft,dem-
toga,1. (s)teg-
together,ghedh-
toil,tek̑þ-
token,deik̑-
tola,1. tel-
told,1. del-
tolerate,1. tel-
toll,1. tel-
tomb,tēu-
-tome,1. tem-
tome,1. tem-
-tomy,1. tem-
tone,1. ten-
tongs,denk̑-
tongue,dn̥g̑hū
tonoplast,"pelə- , 1. ten-"
tonsorial,1. tem-
tonsure,1. tem-
Tookland,3. lendh-
took,dēg-
tool,2. deu-
tooth,ed-
too,de-
topic,top-
topography,gerebh-
top,dā
torch,terk-
toreador,tēu-
torero,tēu-
toreutics,3. ter-
tore,4. der-
torment,terk-
tornado,1. (s)ten-
torn,4. der-
torpedo,1. (s)ter-
torpid,1. (s)ter-
torpor,1. (s)ter-
torque,terk-
torrent,ters-
torrid,ters-
torsade,terk-
torsion,terk-
torticollis,1. ku̯el-
tortuous,terk-
torture,terk-
tort,terk-
Tory,ret(h)-
total,tēu-
tough,denk̑-
tour,3. ter-
towel,2. tu̯ak-
town,4. dheu-
tow,deuk-
toxic,teku̯-
toxin,teku̯-
toxoplasma,"pelə- , teku̯-"
to,de-
trabeated,trē̆b-
trabecula,trē̆b-
trachea,1. dher-
tracheophyte,bheu-
trachoma,1. dher-
trachyte,1. dher-
tractable,trāgh-
traction,trāgh-
tract,trāgh-
trade,3. der-
tradition,dō-
traduce,deuk-
trafine,3. ter-
tragedy,6. au̯-
trail,trāgh-
train,trāgh-
traitor,dō-
trait,trāgh-
traject,i̯ē-
trammel,smē-
trample,3. der-
trampoline,3. der-
tramp,3. der-
trance,1. ei-
tranquil,ku̯ei̯ə-
transact,"ag̑- , 5. ter-"
transcend,5. ter-
transcribe,4. (s)ker-
transducer,deuk-
transect,"2. sē̆k- , 5. ter-"
transfer,1. bher-
transfigure,dheig̑h-
transfix,dhēigu̯-
transform,2. mer-
transfuse,1. g̑heu-
transgress,ghredh-
transhumance,g̑hðem-
transient,1. ei-
transitive,1. ei-
transit,1. ei-
translate,1. tel-
transliterate,deph-
translucent,leuk-
transmit,smeit-
transmute,"2. mei- , 5. ter-"
transom,5. ter-
transpicuous,spek̑-
transplant,plā̆t-
transpontine,pent-
transport,2b. per-
transpose,apo-
transude,2. su̯eid-
transverse,3h. u̯er-
trans-,5. ter-
trapezium,2. pē̆d-
trapunto,peuk̑-
trap,3. der-
trauma,3. ter-
travail,pā̆k̑-
travel,pā̆k̑-
travesty,5. u̯es-
trave,trē̆b-
tray,deru-
treacle,g̑hu̯ē̆r-
treadle,3. der-
tread,3. der-
treason,dō-
treat,trāgh-
trebuchet,2. b(e)u-
trecento,dek̑m̥
Treebeard,"bhardhā , deru-"
Treegarth,"deru- , g̑herdh-"
tree-herd,"deru- , k̑erdho-"
tree,deru-
trefine,3. ter-
trefoil,4. bhel-
trematode,3. ter-
tremble,trem-
tremendous,trem-
tremor,trem-
tremulous,trem-
trench,5. ter-
trepan,3. ter-
trephine,3. ter-
trepid,1. trep-
treponema,(s)nē-
trey,trei-
triad,trei-
tribe,trei-
triboelectricity,3. ter-
tribology,3. ter-
tribrach,mreg̑hu-
tribulation,3. ter-
triceps,kap-ut
triceratops,"1. k̑er- , oku̯- , trei-"
trichotomy,trei-
trichuriasis,ers-
triclinium,k̑lei-
tricorn,1. k̑er-
tricot,4. ster-
tricrotic,"2. kret- , trei-"
tricrotism,"2. kret- , trei-"
tricycle,1. ku̯el-
tridactyl,trei-
trident,ed-
triennium,at-
trierarch,1. erə-
trigeminus,"i̯em- , trei-"
triglyph,trei-
trig,deru-
trillium,trei-
trimer,"(s)mer- , trei-"
trimester,mēnōt
Trimurti,trei-
trim,deru-
trine,trei-
trinity,trei-
trio,trei-
tripedal,"2. pē̆d- , trei-"
triplex,trei-
triple,trei-
triploblastic,3a. pel-
trip,3. der-
triquetrous,"ku̯ē̆d- , trei-"
triquetrum,"ku̯ē̆d- , trei-"
trireme,1. erə-
triskaidekaphobia,"bhegu̯- , dek̑m̥ , trei-"
triskelion,4. (s)kel-
trismus,3. (s)treig-
trisoctahedron,"ok̑tō(u) , sed- , trei-"
trite,3. ter-
tritium,trei-
tritone,trei-
triturate,3. ter-
triumvir,u̯ī̆ro-s
triune,oi-no-
trivet,2. pē̆d-
trivial,u̯eg̑h-
trivium,u̯eg̑h-
tri-,trei-
trocar,ku̯etu̯er-
trochal,1. dhregh-
trochanter,1. dhregh-
trochee,1. dhregh-
troche,1. dhregh-
trochisk,1. dhregh-
trochlea,1. dhregh-
trochophore,1. dhregh-
trodden,3. der-
trod,3. der-
trogon,3. ter-
troika,trei-
troll-fells,peli-s-
troll,3. der-
trope,2. trep-
trophallaxis,"1. al- , 2. trep-"
trophy,2. trep-
tropic,2. trep-
tropism,2. trep-
-tropous,2. trep-
tropo-,2. trep-
trop-,2. trep-
troth,deru-
trot,3. der-
troubadour,2. trep-
trouble,1. tu̯er-
trough,deru-
trouse,deru-
trout,3. ter-
trover,2. trep-
trow,deru-
truant,3. ter-
truce,deru-
truckle,1. dhregh-
truck,1. dhregh-
truculent,5. ter-
true,deru-
truffle,tēu-
truncate,5. ter-
trunk,5. ter-
truss,terk-
trust,deru-
truth,deru-
trypanosome,3. ter-
trypsin,3. ter-
tryst,deru-
tuber,tēu-
tubifex,2. dhē-
Tuckborough,bhereg̑h-
tuck,1. (s)teu-
Tuesday,1. dei-
tug,deuk-
tuille,1. (s)teg-
tuition,2. teu-
tuk,1. (s)teu-
tumefacient,tēu-
tumefy,tēu-
tumescent,tēu-
tumid,tēu-
tumorous,tēu-
tumor,tēu-
tumulus,tēu-
tungsten,stāi-
turbary,derbh-
turbid,1. tu̯er-
turbine,1. tu̯er-
turbot,1. bhā̆u-
turd,4. der-
tureen,ters-
turf,derbh-
turmeric,ters-
turnsole,sā́u̯el-
turn,3. ter-
tush,ed-
tusk,ters-
tussah,tens-
tussis,1. (s)teu-
tutelage,2. teu-
tutelary,2. teu-
tutor,2. teu-
tutti,tēu-
twain,du̯ō(u)
twayblade,du̯ō(u)
tway,du̯ō(u)
'tween,du̯ō(u)
tweens,du̯ō(u)
tweezers,1. (s)teu-
tweeze,1. (s)teu-
twelfth,du̯ō(u)
twelve,du̯ō(u)
twenty,du̯ō(u)
twibill,"bhei(ə)- , du̯ō(u)"
twice,du̯ō(u)
twig,euk-
twilight,"du̯ō(u) , leuk-"
twill,du̯ō(u)
twine,du̯ō(u)
twinge,tu̯eng̑h-
twin,du̯ō(u)
twirl,1. tu̯er-
twist,du̯ō(u)
twit,2. u̯(e)id-
twixt,du̯ō(u)
twofold,"du̯ō(u) , 3a. pel-"
two,du̯ō(u)
tyke,digh-
tylectomy,"1. tem- , tēu-"
tylosis,tēu-
tympanum,1. (s)teu-
tympany,1. (s)teu-
type,1. (s)teu-
typhlosole,4. dheu-
Typhon,dheu-b-
typhus,4. dheu-
tyrosine,tēu-
Tyr,1. dei-
ubiquity,1. ku̯e
U-boat,n̥dhos
udder,ēudh-
uilleann,8. el-
uitlander,"3. lendh- , ū̆d-"
ukase,ku̯ek̑-
ulcer,elkos-
Ulfilas,u̯l̥ku̯os
ullage,oku̯-
ulna,8. el-
ulotrichous,4. u̯el-
ulterior,1. al-
ultimate,1. al-
ultramarine,mori
ultramontane,1. men-
ultra-,1. al-
ululate,ul-
umbel,andho-
umbilical,1. enebh-
umbilicus,1. enebh-
umbo,1. enebh-
umbra,andho-
umbrella,andho-
umbrette,andho-
umlaut,"ambhi , 1. k̑leu-"
unanimous,3. an(ə)-
unborn,1. bher-
uncial,oi-no-
unciform,2. ank-
uncinaria,2. ank-
uncinate,2. ank-
uncle,au̯o-s
uncouth,2. g̑en-
unction,ongu̯-
unctuous,ongu̯-
uncus,2. ank-
Underharrow,"3. kar- , n̥dhos"
Underhill,"1. kel- , n̥dhos"
underneath,"1. en , n̥dhos"
understand,stā-
understood,stā-
Undertowers,n̥dhos
under,n̥dhos
undine,9. au̯(e)-
undulate,9. au̯(e)-
unguent,ongu̯-
unguiculate,onogh-
unguis,onogh-
ungulate,onogh-
unicorn,1. k̑er-
uniform,2. mer-
union,oi-no-
unique,oi-no-
unison,su̯en-
unite,oi-no-
unity,oi-no-
universe,3h. u̯er-
university,3h. u̯er-
univocal,u̯eku̯-
uni-,oi-no-
unkempt,g̑embh-
unrest,2. erə-
until,"2. ad- , ant-s"
unto,"ant-s , de-"
unwitting,2. u̯(e)id-
un-,1. nĕ
Upanishad,sed-
Upbourn,"bh(e)reu- , upo"
upbraid,bherək̑-
upheld,5. kel-
uphold,5. kel-
upholsterer,"5. kel- , upo"
upholstery,"5. kel- , upo"
upholster,"5. kel- , upo"
upon,upo
uproar,k̑erə-
upsilon,1. bhes-
up,upo
urchin,g̑hers-
uredinium,eus-
ureter,9. au̯(e)-
urethra,9. au̯(e)-
uretic,9. au̯(e)-
urge,u̯reg-
-urgy,2. u̯erg̑-
-uria,9. au̯(e)-
urine,9. au̯(e)-
-urous,ers-
ursine,ŕ̥k̑þo-s
Ursprache,ū̆d-
urus,u̯egu̯-
usher,1. ōus-
usquebaugh,9. au̯(e)-
usurp,2. reu-
us,3. ne-
uterus,udero-
utmost,ū̆d-
utopia,aiu̯-
utricle,9. au̯(e)-
utterance,1. al-
utter,ū̆d-
uvea,ōg-
uvula,ōg-
uxorial,euk-
uxoricide,euk-
uxorious,euk-
vacant,1. eu-
vacate,1. eu-
vacation,1. eu-
vaccine,u̯ā̆kā
vacillate,u̯e-n-g-
vacuity,1. eu-
vacuous,1. eu-
vacuum,1. eu-
vadose,u̯ādh-
vagina,1. u̯ā̆g-
vail,7. u̯el-
vain,1. eu-
vair,2. u̯ā-
Vaisya,u̯eik̑-
valediction,deik̑-
valence,u̯al-
valetudinarian,u̯al-
valet,upo
vale,7. u̯el-
Valhalla,4. k̑el-
valiant,u̯al-
valid,u̯al-
Valkyrie,"g̑eus- , 8. u̯el-"
vallation,7. u̯el-
valley,7. u̯el-
valonia,3. gu̯el-
valor,u̯al-
value,u̯al-
valve,7. u̯el-
valvule,7. u̯el-
vamoose,u̯ādh-
vamp,2. pē̆d-
vanadium,1. u̯en-
Vandal,1. u̯endh-
vandal,1. u̯endh-
vane,pā̆n-
vanguard,ant-s
vang,pā̆k̑-
vanilla,1. u̯ā̆g-
Vanir,1. u̯en-
vanish,1. eu-
vanity,1. eu-
vanquish,2. u̯eik-
van,1. u̯āt-
vapid,keu̯əp-
vapor,keu̯əp-
vaquero,u̯ā̆kā
variegate,ag̑-
variety,2. u̯ā-
variola,2. u̯ā-
variorum,2. u̯ā-
various,2. u̯ā-
varix,2. u̯ā-
varlet,upo
Varuna,1. u̯el-
vary,2. u̯ā-
vassal,upo
vast,1. eu-
vatic,1. u̯āt-
vat,1. pē̆d-
vault,7. u̯el-
vaunt,1. eu-
veal,u̯et-
vector,u̯eg̑h-
Vedanta,ant-s
Veda,2. u̯(e)id-
vedette,u̯eg̑-
veer,2a. per-
vegetable,u̯eg̑-
vehement,u̯eg̑h-
vehicle,u̯eg̑h-
veil,u̯eg-
velarium,u̯eg-
veldt,pelə-
veld,pelə-
velleity,2. u̯el-
vellus,4. u̯el-
velocity,u̯eg̑-
velour,8. u̯el-
velum,u̯eg-
velvet,8. u̯el-
venal,8. u̯es-
vendetta,deik̑-
vend,dō-
veneer,2a. per-
venerate,1. u̯en-
venereal,1. u̯en-
venery,1. u̯en-
venial,1. u̯en-
venire,gu̯ā-
venison,1. u̯en-
venom,1. u̯en-
ventail,10. au̯(e)-
venter,udero-
ventilate,10. au̯(e)-
ventriloquism,tolku̯-
vent,bheid-
venue,gu̯ā-
Venus,1. u̯en-
veracious,11. u̯er-
verbena,3b. u̯er-
verboten,bheudh-
verb,6. u̯er-
verdant,1. u̯eis-
verdict,deik̑-
verditer,"ters- , 1. u̯eis-"
verge,3d. u̯er-
verglas,3. gel(ə)-
veridical,deik̑-
verify,11. u̯er-
verisimilar,11. u̯er-
verism,11. u̯er-
verity,11. u̯er-
vermeil,3a. u̯er-
vermicelli,3a. u̯er-
vermicular,3a. u̯er-
vermin,3a. u̯er-
vermi-,3a. u̯er-
vernal,u̯es-r̥
vernation,u̯es-r̥
verruca,2. u̯er-
versatile,3h. u̯er-
verse,3h. u̯er-
version,3h. u̯er-
verst,3. u̯er-
versus,3h. u̯er-
vertebra,3h. u̯er-
vertex,3h. u̯er-
vertigo,3h. u̯er-
vervain,3b. u̯er-
verve,6. u̯er-
very,11. u̯er-
vesica,udero-
vespers,u̯esperos
vespertilionid,u̯esperos
vesper,u̯esperos
vespiary,u̯obhsā
Vesta,1. u̯es-
vest,5. u̯es-
vetch,4. u̯eik-
veteran,u̯et-
veterinary,u̯et-
vexillum,u̯eg-
vex,u̯eg̑h-
viable,3. gu̯ei̯-
viaduct,"deuk- , u̯eg̑h-"
viand,3. gu̯ei̯-
viatical,u̯eg̑h-
via,u̯eg̑h-
vibrate,u̯eip-
vicarious,4. u̯eik-
vicar,4. u̯eik-
vicenary,u̯ī-k̑m̥t-ī
vicennial,at-
vicereine,1. reg̑-
viceroy,1. reg̑-
vice,1. u̯ī̆-
vice-,4. u̯eik-
vicinage,u̯eik̑-
vicinity,u̯eik̑-
vicious,1. u̯ī̆-
vicissitude,4. u̯eik-
victim,1. u̯eik-
victory,2. u̯eik-
victor,2. u̯eik-
victual,3. gu̯ei̯-
vide,2. u̯(e)id-
view,2. u̯(e)id-
vigesimal,u̯ī-k̑m̥t-ī
vigilante,u̯eg̑-
vigilant,u̯eg̑-
vigil,u̯eg̑-
vigintillion,u̯ī-k̑m̥t-ī
vigorish,ū̆d-
vigor,u̯eg̑-
viking,4. u̯eik-
vile,8. u̯es-
vilify,8. u̯es-
vilipend,1. (s)pen(-d)-
village,u̯eik̑-
villain,u̯eik̑-
villanelle,u̯eik̑-
villa,u̯eik̑-
villein,u̯eik̑-
villus,8. u̯el-
vim,3. u̯ei-
vincible,2. u̯eik-
vindicate,deik̑-
vinegar,2. ak̑-
vintage,em-
violate,3. u̯ei-
violent,3. u̯ei-
viper,2d. per-
virago,u̯ī̆ro-s
virile,u̯ī̆ro-s
virtue,u̯ī̆ro-s
virtuosa,u̯ī̆ro-s
virtuoso,u̯ī̆ro-s
virus,3. u̯eis-
visage,2. u̯(e)id-
visa,2. u̯(e)id-
viscid,3. u̯eis-
viscount,1. ei-
viscous,3. u̯eis-
vise,1. u̯ei-
Visigoth,u̯esperos
vision,2. u̯(e)id-
visit,2. u̯(e)id-
visor,2. u̯(e)id-
vista,2. u̯(e)id-
vital,3. gu̯ei̯-
vitamin,3. gu̯ei̯-
vitellus,u̯et-
vitiate,1. u̯ī̆-
viticulture,1. u̯ei-
vitiligo,1. u̯ī̆-
vitta,1. u̯ei-
vituperate,1. u̯ī̆-
vivacious,3. gu̯ei̯-
viva,3. gu̯ei̯-
viverrine,13. u̯er-
vivid,3. gu̯ei̯-
vivify,2. dhē-
viviparous,3. gu̯ei̯-
Vixen,1. pū̆k-
vixen,1. pū̆k-
vocable,u̯eku̯-
vocal,u̯eku̯-
vocation,u̯eku̯-
vociferate,1. bher-
vodka,9. au̯(e)-
vogue,u̯eg̑h-
voice,u̯eku̯-
void,1. eu-
voila,1. al-
voile,u̯eg-
vole,4. u̯el-
volition,2. u̯el-
volkslied,3. lēu-
volt,7. u̯el-
voluble,7. u̯el-
volume,7. u̯el-
